domain,url,first_seen,label,source,seen_in_urlhaus,seen_in_openphish
85.25.72.70,http://85.25.72.70//google.exe,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
arkanmep.com,https://arkanmep.com/q.jpg,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
218.91.153.60,http://218.91.153.60:44200/bin.sh,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
zlonline.oss-cn-shenzhen.aliyuncs.com,https://zlonline.oss-cn-shenzhen.aliyuncs.com/web/img/231DD3BD495A42B6A479FB7F210BA69B.exe,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
182.112.31.52,http://182.112.31.52:46710/i,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
1.15.25.148,http://1.15.25.148:9080/02.08.2022.exe,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
61.52.110.232,http://61.52.110.232:36405/i,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
213.47.243.57,http://213.47.243.57:48784/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
162.221.222.179,http://162.221.222.179:54460/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
windomstatetheater.com,https://windomstatetheater.com/mits.zip,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
31.154.235.131,http://31.154.235.131:9538/i,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
karoonpc.com,http://karoonpc.com/Slade107.psm,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
91.247.124.188,http://91.247.124.188:8937/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
local-update.com,http://local-update.com/RawabiJob.hta,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
www.hseda.com,http://www.hseda.com/download/qt51crk.exe,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
vgd.vg,http://vgd.vg/Document/En/Need-to-send-the-attachment,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
182.16.177.85,http://182.16.177.85:38196/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
64-agd.pages.dev,https://64-agd.pages.dev/64/64th%20Service%20V20.exe,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
humble-photo.com,https://humble-photo.com/coil.snupkg,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
89.31.226.224,http://89.31.226.224:8085//sshd,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
43.230.158.26,http://43.230.158.26:5393/Mozi.m,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
cityboysandgirltogether.vercel.app,http://cityboysandgirltogether.vercel.app/?naps,2025-09-21 00:00:00+00:00,phishing,openphish,False,True
103.236.133.33,http://103.236.133.33:36722/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
124.220.93.150,http://124.220.93.150:8888/WxWorkMultiOpen.exe,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
194.187.151.7,http://194.187.151.7:8226/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
95.170.203.178,http://95.170.203.178:46806/i,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
31.28.11.111,http://31.28.11.111:15120/.i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
197.254.71.110,http://197.254.71.110:4533/i,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
pabhrr.dreamhosters.com,http://pabhrr.dreamhosters.com/,2025-09-22 18:22:09.668075+00:00,phishing,openphish,False,True
222.127.227.201,http://222.127.227.201:55113/bin.sh,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
185.48.62.147,http://185.48.62.147:4023/i,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
39.100.71.60,http://39.100.71.60:8099/agent_linux_x64,2025-09-21 00:00:00+00:00,malware_download,urlhaus,True,False
36.163.57.174,http://36.163.57.174:51762/Mozi.m,2025-09-22 18:22:12.692818+00:00,malware_download,urlhaus,True,False
